"last_name";"frequency"
"Rios";0.029
"Conner";0.029
"Adkins";0.029
"Webster";0.028
"Norman";0.028
"Malone";0.028
"Hammond";0.028
"Flowers";0.028
"Cobb";0.028
"Moody";0.028
"Quinn";0.028
"Blake";0.028
"Maxwell";0.028
"Pope";0.028
"Floyd";0.027
"Osborne";0.027
"Paul";0.027
"McCarthy";0.027
"Guerrero";0.027
"Lindsey";0.027
"Estrada";0.027
"Sandoval";0.027
"Gibbs";0.027
"Tyler";0.027
"Gross";0.027
"Fitzgerald";0.027
"Stokes";0.027
"Doyle";0.027
"Sherman";0.027
"Saunders";0.027
"Wise";0.027
"Colon";0.027
"Gill";0.027
"Alvarado";0.027
"Greer";0.026
"Padilla";0.026
"Simon";0.026
"Waters";0.026
"Nunez";0.026
"Ballard";0.026
"Schwartz";0.026
"McBride";0.026
"Houston";0.026
"Christensen";0.026
"Klein";0.026
"Pratt";0.026
"Briggs";0.026
"Parsons";0.026
"McLaughlin";0.026
"Zimmerman";0.026
"French";0.026
"Buchanan";0.026
"Moran";0.026
"Copeland";0.025
"Roy";0.025
"Pittman";0.025
"Brady";0.025
"McCormick";0.025
"Holloway";0.025
"Brock";0.025
"Poole";0.025
"Frank";0.025
"Logan";0.025
"Owen";0.025
"Bass";0.025
"Marsh";0.025
"Drake";0.025
"Wong";0.025
"Jefferson";0.025
"Park";0.025
"Morton";0.025
"Abbott";0.025
"Sparks";0.025
"Patrick";0.024
"Norton";0.024
"Huff";0.024
"Clayton";0.024
"Massey";0.024
"Lloyd";0.024
"Figueroa";0.024
"Carson";0.024
"Bowers";0.024
"Roberson";0.024
"Barton";0.024
"Tran";0.024
"Lamb";0.024
"Harrington";0.024
"Casey";0.024
"Boone";0.024
"Cortez";0.024
"Clarke";0.024
"Mathis";0.024
"Singleton";0.024
"Wilkins";0.024
"Cain";0.024
"Bryan";0.024
"Underwood";0.024
"Hogan";0.024
"McKenzie";0.023
"Collier";0.023
"Luna";0.023
"Phelps";0.023
"McGuire";0.023
"Allison";0.023
"Bridges";0.023
"Wilkerson";0.023
"Nash";0.023
"Summers";0.023
"Atkins";0.023
"Wilcox";0.023
"Pitts";0.023
"Conley";0.023
"Marquez";0.023
"Burnett";0.023
"Richard";0.023
"Cochran";0.023
"Chase";0.023
"Davenport";0.023
"Hood";0.023
"Gates";0.023
"Clay";0.023
"Ayala";0.023
"Sawyer";0.023
"Roman";0.023
"Vazquez";0.023
"Dickerson";0.023
"Hodge";0.022
"Acosta";0.022
"Flynn";0.022
"Espinoza";0.022
"Nicholson";0.022
"Monroe";0.022
"Wolf";0.022
"Morrow";0.022
"Kirk";0.022
"Randall";0.022
"Anthony";0.022
"Whitaker";0.022
"Oconnor";0.022
"Skinner";0.022
"Ware";0.022
"Molina";0.022
"Kirby";0.022
"Huffman";0.022
"Bradford";0.022
"Charles";0.022
"Gilmore";0.022
"Dominguez";0.022
"Oneal";0.022
"Bruce";0.022
"Lang";0.021
"Combs";0.021
"Kramer";0.021
"Heath";0.021
"Hancock";0.021
"Gallagher";0.021
"Gaines";0.021
"Shaffer";0.021
"Short";0.021
"Wiggins";0.021
"Mathews";0.021
"McClain";0.021
"Fischer";0.021
"Wall";0.021
"Small";0.021
"Melton";0.021
"Hensley";0.021
"Bond";0.021
"Dyer";0.021
"Cameron";0.021
"Grimes";0.021
"Contreras";0.021
"Christian";0.021
"Wyatt";0.021
"Baxter";0.021
"Snow";0.021
"Mosley";0.021
"Shepherd";0.021
"Larsen";0.021
"Hoover";0.021
"Beasley";0.02
"Glenn";0.02
"Petersen";0.02
"Whitehead";0.02
"Meyers";0.02
"Keith";0.02
"Garrison";0.02
"Vincent";0.02
"Shields";0.02
"Horn";0.02
"Savage";0.02
"Olsen";0.02
"Schroeder";0.02
"Hartman";0.02
"Woodard";0.02
"Mueller";0.02
"Kemp";0.02
"Deleon";0.02
"Booth";0.02
"Patel";0.02
"Calhoun";0.02
"Wiley";0.02
"Eaton";0.02
"Cline";0.02
"Navarro";0.02
"Harrell";0.02
"Lester";0.02
"Humphrey";0.02
"Parrish";0.02
"Duran";0.02
"Hutchinson";0.02
"Hess";0.02
"Dorsey";0.02
"Bullock";0.02
"Robles";0.02
"Beard";0.019
"Dalton";0.019
"Avila";0.019
"Vance";0.019
"Rich";0.019
"Blackwell";0.019
"York";0.019
"Johns";0.019
"Blankenship";0.019
"Trevino";0.019
"Salinas";0.019
"Campos";0.019
"Pruitt";0.019
"Moses";0.019
"Callahan";0.019
"Golden";0.019
"Montoya";0.019
"Hardin";0.019
"Guerra";0.019
"McDowell";0.019
"Carey";0.019
"Stafford";0.019
"Gallegos";0.019
"Henson";0.019
"Wilkinson";0.019
"Booker";0.019
"Merritt";0.019
"Miranda";0.019
"Atkinson";0.019
"Orr";0.019
"Decker";0.019
"Hobbs";0.019
"Preston";0.019
"Tanner";0.019
"Knox";0.019
"Pacheco";0.019
"Stephenson";0.018
"Glass";0.018
"Rojas";0.018
"Serrano";0.018
"Marks";0.018
"Hickman";0.018
"English";0.018
"Sweeney";0.018
"Strong";0.018
"Prince";0.018
"McClure";0.018
"Conway";0.018
"Walter";0.018
"Roth";0.018
"Maynard";0.018
"Farrell";0.018
"Lowery";0.018
"Hurst";0.018
"Nixon";0.018
"Weiss";0.018
"Trujillo";0.018
"Ellison";0.018
"Sloan";0.018
"Juarez";0.018
"Winters";0.018
"McLean";0.018
"Randolph";0.018
"Leon";0.018
"Boyer";0.018
"Villarreal";0.018
"McCall";0.018
"Gentry";0.018
"Carrillo";0.017
"Kent";0.017
"Ayers";0.017
"Lara";0.017
"Shannon";0.017
"Sexton";0.017
"Pace";0.017
"Hull";0.017
"Leblanc";0.017
"Browning";0.017
"Velasquez";0.017
"Leach";0.017
"Chang";0.017
"House";0.017
"Sellers";0.017
"Herring";0.017
"Noble";0.017
"Foley";0.017
"Bartlett";0.017
"Mercado";0.017
"Landry";0.017
"Durham";0.017
"Walls";0.017
"Barr";0.017
"McKee";0.017
"Bauer";0.017
"Rivers";0.017
"Everett";0.017
"Bradshaw";0.017
"Pugh";0.017
"Velez";0.017
"Rush";0.017
"Estes";0.017
"Dodson";0.017
"Morse";0.017
"Sheppard";0.017
"Weeks";0.017
"Camacho";0.017
"Bean";0.017
"Barron";0.017
"Livingston";0.017
"Middleton";0.016
"Spears";0.016
"Branch";0.016
"Blevins";0.016
"Chen";0.016
"Kerr";0.016
"McConnell";0.016
"Hatfield";0.016
"Harding";0.016
"Ashley";0.016
"Solis";0.016
"Herman";0.016
"Frost";0.016
"Giles";0.016
"Blackburn";0.016
"William";0.016
"Pennington";0.016
"Woodward";0.016
"Finley";0.016
"McIntosh";0.016
"Koch";0.016
"Best";0.016
"Solomon";0.016
"McCullough";0.016
"Dudley";0.016
"Nolan";0.016
"Blanchard";0.016
"Rivas";0.016
"Brennan";0.016
"Mejia";0.016
"Kane";0.016
"Benton";0.016
"Joyce";0.016
"Buckley";0.016
"Haley";0.016
"Valentine";0.016
"Maddox";0.016
"Russo";0.016
"McKnight";0.016
"Buck";0.016
"Moon";0.016
"McMillan";0.016
"Crosby";0.016
"Berg";0.016
"Dotson";0.016
"Mays";0.016
"Roach";0.016
"Church";0.016
"Chan";0.016
"Richmond";0.016
"Meadows";0.016
"Faulkner";0.016
"Oneill";0.016
"Knapp";0.016
"Kline";0.015
"Barry";0.015
"Ochoa";0.015
"Jacobson";0.015
"Gay";0.015
"Avery";0.015
"Hendricks";0.015
"Horne";0.015
"Shepard";0.015
"Hebert";0.015
"Cherry";0.015
"Cardenas";0.015
"McIntyre";0.015
"Whitney";0.015
"Waller";0.015
"Holman";0.015
"Donaldson";0.015
"Cantu";0.015
"Terrell";0.015
"Morin";0.015
"Gillespie";0.015
"Fuentes";0.015
"Tillman";0.015
"Sanford";0.015
"Bentley";0.015
"Peck";0.015
"Key";0.015
"Salas";0.015
"Rollins";0.015
"Gamble";0.015
"Dickson";0.015
"Battle";0.015
"Santana";0.015
"Cabrera";0.015
"Cervantes";0.015
"Howe";0.015
"Hinton";0.015
"Hurley";0.015
"Spence";0.015
"Zamora";0.015
"Yang";0.015
"McNeil";0.015
"Suarez";0.015
"Case";0.015
"Petty";0.015
"Gould";0.015
"McFarland";0.015
"Sampson";0.015
"Carver";0.015
"Bray";0.015
"Rosario";0.015
"Macdonald";0.015
"Stout";0.015
"Hester";0.015
"Melendez";0.015
"Dillon";0.015
"Farley";0.015
"Hopper";0.015
"Galloway";0.015
"Potts";0.015
"Bernard";0.015
"Joyner";0.014
"Stein";0.014
"Aguirre";0.014
"Osborn";0.014
"Mercer";0.014
"Bender";0.014
"Franco";0.014
"Rowland";0.014
"Sykes";0.014
"Benjamin";0.014
"Travis";0.014
"Pickett";0.014
"Crane";0.014
"Sears";0.014
"Mayo";0.014
"Dunlap";0.014
"Hayden";0.014
"Wilder";0.014
"McKay";0.014
"Coffey";0.014
"McCarty";0.014
"Ewing";0.014
"Cooley";0.014
"Vaughan";0.014
"Bonner";0.014
"Cotton";0.014
"Holder";0.014
"Stark";0.014
"Ferrell";0.014
"Cantrell";0.014
"Fulton";0.014
"Lynn";0.014
"Lott";0.014
"Calderon";0.014
"Rosa";0.014
"Pollard";0.014
"Hooper";0.014
"Burch";0.014
"Mullen";0.014
"Fry";0.014
"Riddle";0.014
"Levy";0.014
"David";0.014
"Duke";0.014
"Odonnell";0.014
"Guy";0.014
"Michael";0.014
"Britt";0.014
"Frederick";0.014
"Daugherty";0.014
"Berger";0.014
"Dillard";0.014
"Alston";0.014
"Jarvis";0.014
"Frye";0.014
"Riggs";0.014
"Chaney";0.014
"Odom";0.013
"Duffy";0.013
"Fitzpatrick";0.013
"Valenzuela";0.013
"Merrill";0.013
"Mayer";0.013
"Alford";0.013
"McPherson";0.013
"Acevedo";0.013
"Donovan";0.013
"Barrera";0.013
"Albert";0.013
"Cote";0.013
"Reilly";0.013
"Compton";0.013
"Raymond";0.013
"Mooney";0.013
"McGowan";0.013
"Craft";0.013
"Cleveland";0.013
"Clemons";0.013
"Wynn";0.013
"Nielsen";0.013
"Baird";0.013
"Stanton";0.013
"Snider";0.013
"Rosales";0.013
"Bright";0.013
"Witt";0.013
"Stuart";0.013
"Hays";0.013
"Holden";0.013
"Rutledge";0.013
"Kinney";0.013
"Clements";0.013
"Castaneda";0.013
"Slater";0.013
"Hahn";0.013
"Emerson";0.013
"Conrad";0.013
"Burks";0.013
"Delaney";0.013
"Pate";0.013
"Lancaster";0.013
"Sweet";0.013
"Justice";0.013
"Tyson";0.013
"Sharpe";0.013
"Whitfield";0.013
"Talley";0.013
"Macias";0.013
"Irwin";0.013
"Burris";0.013
"Ratliff";0.013
"McCray";0.013
"Madden";0.013
"Kaufman";0.013
"Beach";0.013
"Goff";0.013
"Cash";0.013
"Bolton";0.013
"McFadden";0.013
"Levine";0.013
"Good";0.013
"Byers";0.013
"Kirkland";0.013
"Kidd";0.013
"Workman";0.013
"Carney";0.013
"Dale";0.013
"McLeod";0.013
"Holcomb";0.013
"England";0.013
"Finch";0.013
"Head";0.012
"Burt";0.012
"Hendrix";0.012
"Sosa";0.012
"Haney";0.012
"Franks";0.012
"Sargent";0.012
"Nieves";0.012
"Downs";0.012
"Rasmussen";0.012
"Bird";0.012
"Hewitt";0.012
"Lindsay";0.012
"Le";0.012
"Foreman";0.012
"Valencia";0.012
"Oneil";0.012
"Delacruz";0.012
"Vinson";0.012
"Dejesus";0.012
"Hyde";0.012
"Forbes";0.012
"Gilliam";0.012
"Guthrie";0.012
"Wooten";0.012
"Huber";0.012
"Barlow";0.012
"Boyle";0.012
"McMahon";0.012
"Buckner";0.012
"Rocha";0.012
"Puckett";0.012
"Langley";0.012
"Knowles";0.012
"Cooke";0.012
"Velazquez";0.012
"Whitley";0.012
"Noel";0.012
"Vang";0.012
"Shea";0.012
"Rouse";0.012
"Hartley";0.012
"Mayfield";0.012
"Elder";0.012
"Rankin";0.012
"Hanna";0.012
"Cowan";0.012
"Lucero";0.012
"Arroyo";0.012
"Slaughter";0.012
"Haas";0.012
"Oconnell";0.012
"Minor";0.012
"Kendrick";0.012
"Shirley";0.012
"Kendall";0.012
"Boucher";0.012
"Archer";0.012
"Boggs";0.012
"Odell";0.012
"Dougherty";0.012
"Andersen";0.012
"Newell";0.012
"Crowe";0.012
"Wang";0.012
"Friedman";0.012
"Bland";0.012
"Swain";0.012
"Holley";0.012
"Felix";0.012
"Pearce";0.012
"Childs";0.012
"Yarbrough";0.012
"Galvan";0.012
"Proctor";0.012
"Meeks";0.012
"Lozano";0.012
"Mora";0.012
"Rangel";0.012
"Bacon";0.012
"Villanueva";0.012
"Schaefer";0.012
"Rosado";0.012
"Helms";0.012
"Boyce";0.012
"Goss";0.012
"Stinson";0.011
"Smart";0.011
"Lake";0.011
"Ibarra";0.011
"Hutchins";0.011
"Covington";0.011
"Reyna";0.011
"Gregg";0.011
"Werner";0.011
"Crowley";0.011
"Hatcher";0.011
"Mackey";0.011
"Bunch";0.011
"Womack";0.011
"Polk";0.011
"Jamison";0.011
"Dodd";0.011
"Childress";0.011
"Childers";0.011
"Camp";0.011
"Villa";0.011
"Dye";0.011
"Springer";0.011
"Mahoney";0.011
"Dailey";0.011
"Belcher";0.011
"Lockhart";0.011
"Griggs";0.011
"Costa";0.011
"Connor";0.011
"Brandt";0.011
"Winter";0.011
"Walden";0.011
"Moser";0.011
"Tracy";0.011
"Tatum";0.011
"McCann";0.011
"Akers";0.011
"Lutz";0.011
"Pryor";0.011
"Law";0.011
"Orozco";0.011
"McAllister";0.011
"Lugo";0.011
"Davies";0.011
"Shoemaker";0.011
"Madison";0.011
"Rutherford";0.011
"Newsome";0.011
"Magee";0.011
"Chamberlain";0.011
"Blanton";0.011
"Simms";0.011
"Godfrey";0.011
"Flanagan";0.011
"Crum";0.011
"Cordova";0.011
"Escobar";0.011
"Downing";0.011
"Sinclair";0.011
"Donahue";0.011
"Krueger";0.011
"McGinnis";0.011
"Gore";0.011
"Farris";0.011
"Webber";0.011
"Corbett";0.011
"Andrade";0.011
"Starr";0.011
"Lyon";0.011
"Yoder";0.011
"Hastings";0.011
"McGrath";0.011
"Spivey";0.011
"Krause";0.011
"Harden";0.011
"Crabtree";0.011
"Kirkpatrick";0.011
"Hollis";0.011
"Brandon";0.011
"Arrington";0.011
"Ervin";0.011
"Clifton";0.011
"Ritter";0.011
"McGhee";0.011
"Bolden";0.011
"Maloney";0.011
"Gagnon";0.011
"Dunbar";0.011
"Ponce";0.011
"Pike";0.011
"Mayes";0.011
"Heard";0.011
"Beatty";0.011
"Mobley";0.011
"Kimball";0.011
"Butts";0.011
"Montes";0.011
"Herbert";0.011
"Grady";0.011
"Eldridge";0.011
"Braun";0.011
"Hamm";0.011
"Gibbons";0.011
"Seymour";0.011
"Moyer";0.011
"Manley";0.011
"Herron";0.011
"Plummer";0.011
"Elmore";0.011
"Cramer";0.011
"Gary";0.011
"Rucker";0.011
"Hilton";0.011
"Blue";0.011
"Pierson";0.011
"Fontenot";0.011
"Field";0.011
"Rubio";0.011
"Grace";0.011
"Goldstein";0.011
"Elkins";0.011
"Wills";0.01
"Novak";0.01
"John";0.01
"Hickey";0.01
"Worley";0.01
"Gorman";0.01
"Katz";0.01
"Dickinson";0.01
"Broussard";0.01
"Fritz";0.01
"Woodruff";0.01
"Crow";0.01
"Christopher";0.01
"Britton";0.01
"Forrest";0.01
"Nance";0.01
"Lehman";0.01
"Bingham";0.01
"Zuniga";0.01
"Whaley";0.01
"Shafer";0.01
"Coffman";0.01
"Steward";0.01
"Delarosa";0.01
"Nix";0.01
"Neely";0.01
"Numbers";0.01
"Mata";0.01
"Manuel";0.01
"Davila";0.01
"McCabe";0.01
"Kessler";0.01
"Emery";0.01
"Bowling";0.01
"Hinkle";0.01
"Welsh";0.01
"Pagan";0.01
"Goldberg";0.01
"Goins";0.01
"Crouch";0.01
"Cuevas";0.01
"Quinones";0.01
"McDermott";0.01
"Hendrickson";0.01
"Samuels";0.01
"Denton";0.01
"Bergeron";0.01
"Lam";0.01
"Ivey";0.01
"Locke";0.01
"Haines";0.01
"Thurman";0.01
"Snell";0.01
"Hoskins";0.01
"Byrne";0.01
"Milton";0.01
"Winston";0.01
"Arthur";0.01
"Arias";0.01
"Stanford";0.01
"Roe";0.01
"Corbin";0.01
"Beltran";0.01
"Chappell";0.01
"Hurt";0.01
"Downey";0.01
"Dooley";0.01
"Tuttle";0.01
"Couch";0.01
"Payton";0.01
"McElroy";0.01
"Crockett";0.01
"Groves";0.01
"Clement";0.01
"Leslie";0.01
"Cartwright";0.01
"Dickey";0.01
"McGill";0.01
"Dubois";0.01
"Muniz";0.01
"Erwin";0.01
"Self";0.01
"Tolbert";0.01
"Dempsey";0.01
"Cisneros";0.01
"Sewell";0.01
"Latham";0.01
"Garland";0.01
"Vigil";0.01
"Tapia";0.01
"Sterling";0.01
"Rainey";0.01
"Norwood";0.01
"Lacy";0.01
"Stroud";0.01
"Meade";0.01
"Amos";0.01
"Tipton";0.01
"Lord";0.01
"Kuhn";0.01
"Hilliard";0.01
"Bonilla";0.01
"Teague";0.01
"Courtney";0.01
"Gunn";0.01
"Ho";0.01
"Greenwood";0.01
"Correa";0.01
"Reece";0.01
"Weston";0.01
"Poe";0.01
"Trent";0.01
"Pineda";0.01
"Phipps";0.01
"Frey";0.01
"Kaiser";0.01
"Ames";0.01
"Paige";0.01
"Gunter";0.01
"Schmitt";0.01
"Milligan";0.01
"Espinosa";0.01
"Carlton";0.01
"Bowden";0.01
"Vickers";0.01
"Lowry";0.01
"Pritchard";0.01
"Costello";0.01
"Piper";0.009
"McClellan";0.009
"Lovell";0.009
"Drew";0.009
"Sheehan";0.009
"Quick";0.009
"Hatch";0.009
"Dobson";0.009
"Singh";0.009
"Jeffries";0.009
"Hollingsworth";0.009
"Sorensen";0.009
"Meza";0.009
"Fink";0.009
"Donnelly";0.009
"Burrell";0.009
"Bruno";0.009
"Tomlinson";0.009
"Colbert";0.009
"Billings";0.009
"Ritchie";0.009
"Helton";0.009
"Sutherland";0.009
"Peoples";0.009
"McQueen";0.009
"Gaston";0.009
"Thomason";0.009
"McKinley";0.009
"Givens";0.009
"Crocker";0.009
"Vogel";0.009
"Robison";0.009
"Dunham";0.009
"Coker";0.009
"Swartz";0.009
"Keys";0.009
"Lilly";0.009
"Ladner";0.009
"Hannah";0.009
"Willard";0.009
"Richter";0.009
"Hargrove";0.009
"Edmonds";0.009
"Brantley";0.009
"Albright";0.009
"Murdock";0.009
"Boswell";0.009
"Muller";0.009
"Quintero";0.009
"Padgett";0.009
"Kenney";0.009
"Daly";0.009
"Connolly";0.009
"Pierre";0.009
"Inman";0.009
"Quintana";0.009
"Lund";0.009
"Barnard";0.009
"Villegas";0.009
"Simons";0.009
"Land";0.009
"Huggins";0.009
"Tidwell";0.009
"Sanderson";0.009
"Bullard";0.009
"McClendon";0.009
"Duarte";0.009
"Draper";0.009
"Meredith";0.009
"Marrero";0.009
"Dwyer";0.009
"Abrams";0.009
"Stover";0.009
"Goode";0.009
"Fraser";0.009
"Crews";0.009
"Bernal";0.009
"Smiley";0.009
"Godwin";0.009
"Fish";0.009
"Conklin";0.009
"McNeal";0.009
"Baca";0.009
"Esparza";0.009
"Crowder";0.009
"Bower";0.009
"Nicholas";0.009
"Chung";0.009
"Brewster";0.009
"McNeill";0.009
"Dick";0.009
"Rodrigues";0.009
"Leal";0.009
"Coates";0.009
"Raines";0.009
"McCain";0.009
"McCord";0.009
"Miner";0.009
"Holbrook";0.009
"Swift";0.009
"Dukes";0.009
"Carlisle";0.009
"Aldridge";0.009
"Ackerman";0.009
"Starks";0.009
"Ricks";0.009
"Holliday";0.009
"Ferris";0.009
"Hairston";0.009
"Sheffield";0.009
"Lange";0.009
"Fountain";0.009
"Marino";0.009
"Doss";0.009
"Betts";0.009
"Kaplan";0.009
"Carmichael";0.009
"Bloom";0.009
"Ruffin";0.009
"Penn";0.009
"Kern";0.009
"Bowles";0.009
"Sizemore";0.009
"Larkin";0.009
"Dupree";0.009
"Jewell";0.009
"Silver";0.009
"Seals";0.009
"Metcalf";0.009
"Hutchison";0.009
"Henley";0.009
"Farr";0.009
"Castle";0.009
"McCauley";0.009
"Hankins";0.009
"Gustafson";0.009
